id_media,code,nom,pays_code,pays_nom,langue,type_media,support,periodicite,thematique,couverture,groupe_media,ville,url,priorite_rp,actif,notes,source_liste
MED-PT-0479,DIARIODOMINHO,Diário do Minho,PT,Portugal,pt,Print,Papel/Online,Diária,Informação Geral,Régionale,"Empresa do Diário do Minho, Lda",Braga,https://www.diariodominho.pt,3,true,ERC PP 100308 · Papel/Online · Regional,ERC
MED-PT-0480,DIARIODOPAIS,Diário do País,PT,Portugal,pt,Web,Online,Diária,Généraliste,Nationale,"Centralnews - Comunicação & Informação, Unipessoal, Lda.",Lisboa,https://www.diariopais.pt,3,true,ERC PP 128262 · Online · ,ERC
MED-PT-0481,DIARIODOSUL,Diário do Sul,PT,Portugal,pt,Print,Papel/Online,Diária,Informação Geral,Régionale,"Piçarra - Distribuição de Jornais, Lda.",Évora,https://www.diariodosul.pt,3,true,ERC PP 100262 · Papel/Online · Regional,ERC
MED-PT-0482,DIARIODOSACORES,Diário dos Açores,PT,Portugal,pt,Print,Papel/Online,Diária,Informação Geral,Régionale,"Empresa do Diário dos Açores, Lda.",Ponta Delgada,http://diariodosacores.pt,3,true,ERC PP 100552 · Papel/Online · Regional,ERC
MED-PT-0483,DIARIOILUSTRADO,Diário Ilustrado,PT,Portugal,pt,Print,Papel,Anual,Informação Geral,Nationale,"Renascença Gráfica, Lda.",Lisboa,,3,true,ERC PP 106631 · Papel · Nacional,ERC
MED-PT-0484,DIARIOIMOBILIARIO,Diário Imobiliário,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Nationale,Fernanda Maria Filipe da Piedade Pedro,Almada,https://www.diarioimobiliario.pt,3,true,ERC PP 126334 · Online · Nacional,ERC
MED-PT-0485,DIARIOINSULAR,Diário Insular,PT,Portugal,pt,Print,Papel/Online,Diária,Informação Geral,Régionale,"Sociedade Terceirense de Publicidade, Lda.",Angra do Heroísmo,http://www.diarioinsular.pt,3,true,ERC PP 101105 · Papel/Online · Regional,ERC
MED-PT-0486,DIARIOLX,Diário LX,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Nationale,Instituto Politécnico de Lisboa,Lisboa,https://diariolx.escs.ipl.pt,3,true,ERC PP 128219 · Online · Nacional,ERC
MED-PT-0487,DIARIOREGIONALDEVISEU,Diário Regional de Viseu,PT,Portugal,pt,Print,Papel,Anual,Informação Geral,Régionale,"Adriano Lucas, Lda.",Viseu,https://www.diarioregional.pt,3,true,ERC PP 110825 · Papel · Regional,ERC
MED-PT-0488,DIASPORALUSAMAGAZINE,Diáspora Lusa Magazine,PT,Portugal,pt,Print,Papel/Online,Trimestral,Informação Geral,Nationale,"Diáspora Lusa - Comunicação, Edições e Eventos, Lda.",Coimbra,https://www.diasporalusa.pt,3,true,ERC PP 126930 · Papel/Online · Nacional,ERC
MED-PT-0489,DNBRASIL,DN Brasil,PT,Portugal,pt,Print,Papel/Online,Semanal,Généraliste,Nationale,"Global Notícias - Media Group, S.A.",Lisboa,https://dnbrasil.dn.pt,3,true,ERC PP 128249 · Papel/Online · ,ERC
MED-PT-0490,DOBEM,Dobem,PT,Portugal,pt,Web,Online,Bimestral,Informação Especializada,Nationale,"ICDS - Comunicar para Inspirar, Lda",Lisboa,https://www.dobem.pt,3,true,ERC PP 127813 · Online · Nacional,ERC
MED-PT-0491,DOGSPTMAGAZINE,DOGS PT magazine,PT,Portugal,pt,Web,Online,Diária (dias úteis),Informação Especializada,Nationale,Marta Isabel Vicente Neto Manta,Casal das Figueiras,https://www.dogs-ptmagazine.com,3,true,ERC PP 127231 · Online · Nacional,ERC
MED-PT-0492,DOMINGOMAGAZINE,Domingo Magazine,PT,Portugal,pt,Print,Papel,Anual,Informação Geral,Régionale,"Adriano Lucas, Lda.",Coimbra,,3,true,ERC PP 102251 · Papel · Regional,ERC
MED-PT-0493,DOPAPEL,DoPapel,PT,Portugal,pt,Print,Papel/Online,3 x ano,Généraliste,Nationale,"Pixelpower, Lda.",Terra Chã,https://www.dopapel.com,3,true,ERC PP 128241 · Papel/Online · ,ERC
MED-PT-0494,DOUROHOJE,Douro Hoje,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,"Figueiredo, Correia & Monteiro, Lda",Lamego,,3,true,ERC PP 111881 · Papel · Regional,ERC
MED-PT-0495,DOUROINTERIORJORNAL,Douro Interior Jornal,PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Geral,Régionale,Embraceprofit - Lda.,Andrães,https://www.dourointeriorjornal.pt,3,true,ERC PP 127614 · Papel/Online · Regional,ERC
MED-PT-0496,DRAFTWORLDMAGAZINE,Draft World Magazine,PT,Portugal,pt,Web,Online,Semanal,Informação Geral,Nationale,Elisabete Cristina dos Reis Eugénio,Torre,https://www.draft-worldmagazine.com,3,true,ERC PP 127525 · Online · Nacional,ERC
MED-PT-0497,DRAGOES,Dragões,PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Especializada,Nationale,Futebol Clube do Porto,Porto,https://www.fcporto.pt,3,true,ERC PP 110847 · Papel/Online · Nacional,ERC
MED-PT-0498,DSTVPIPOCA,DStv Pipoca,PT,Portugal,pt,TV,TV,Continu,Temático - Cinema,Nationale,"Cinemundo, Lda.",Lisboa,,3,true,ERC OT 523407 · Internacional,ERC
MED-PT-0499,DAODIGITAL,Dão Digital,PT,Portugal,pt,Radio,Web,Continu,Radiofónico,Régionale,"COAPE - Cooperativa Agro-Pecuária dos Agricultores de Mangualde, CRL",Mangualde,https://www.daodigital.pt,3,true,ERC SPDEI 700165 · Viseu,ERC
MED-PT-0500,EAUTOOAUTOMOVELNOPRESENTEENO,"E-Auto, O Automóvel no Presente e no Futuro",PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Especializada,Nationale,"JC Edições e Publicações, Unipessoal Lda.",São Francisco,https://www.e-auto.pt,3,true,ERC PP 128007 · Papel/Online · Nacional,ERC
MED-PT-0501,ECATIMBOLETIMDIGITAL,e-catim Boletim Digital,PT,Portugal,pt,Web,Online,Trimestral,Informação Especializada,Nationale,Centro de Apoio Tecnológico à Indústria Metalomecânica,Porto,https://www.projetoscatim.com/e-boletim,3,true,ERC PP 127971 · Online · Nacional,ERC
MED-PT-0502,EGLOBALNOTICIASEMPORTUGUES,E-Global - Notícias em Português,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Nationale,"Letras Inquietas Unipessoal, Lda.",Lisboa,https://www.e-global.pt,3,true,ERC PP 126796 · Online · Nacional,ERC
MED-PT-0503,EMOBILIDADE,e-Mobilidade +,PT,Portugal,pt,Web,Online,Trimestral,Informação Especializada,Nationale,Eduardo Sérgio de Oliveira Carvalho,Lisboa,https://www.eurotransporte.pt/noticia/8/5239/leia-aqui-a-emobilidade,3,true,ERC PP 127896 · Online · Nacional,ERC
MED-PT-0504,EPUBLICAPUBLICLAWJOURNAL,e-Publica - Public Law Journal,PT,Portugal,pt,Web,Online,Trianual,Informação Especializada,Nationale,Instituto de Ciências Jurídico-Políticas da Faculdade de Direito da Universidade de Lisboa,Lisboa,https://e-publica.pt,3,true,ERC PP 127287 · Online · Nacional,ERC
MED-PT-0505,E24,E24,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Régionale,"Mediaprime - Publishing, Lda",Barcelos,https://www.e24.pt,3,true,ERC PP 127378 · Online · Regional,ERC
MED-PT-0506,E3REVISTADEECONOMIAEMPRESASE,"e3 - Revista de Economia, Empresas e Empreendedores na CPLP",PT,Portugal,pt,Web,Online,Semestral,Informação Especializada,Nationale,"Ponte Editora, Sociedade Unipessoal, Lda.",Funchal,https://revistas.ponteditora.org/index.php/e3,3,true,ERC PP 127154 · Online · Nacional,ERC
MED-PT-0507,ECCLESIA,Ecclesia,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Nationale,Secretariado Nacional das Comunicações Sociais,Lisboa,https://www.agencia.ecclesia.pt,3,true,ERC PP 127169 · Online · Nacional,ERC
MED-PT-0508,ECO123,Eco 123,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,"Esgravatadouro - Cooperativa do Ambiente, CRL.",Esgravatadouro,https://www.eco123.info,3,true,ERC PP 126325 · Online · Nacional,ERC
MED-PT-0509,ECODASMISSOES,Eco das Missões,PT,Portugal,pt,Print,Papel,Bimestral,Doutrinária,Nationale,Irmãs Missionárias de São Pedro Claver,Lisboa,https://www.irmasclaverianas.org,3,true,ERC PP 102521 · Papel · Nacional,ERC
MED-PT-0510,ECODEVAGOS,Eco de Vagos,PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Geral,Régionale,Santa Casa Misericórdia de Vagos,Vagos,https://www.ecodevagos.pt/pt,3,true,ERC PP 126915 · Papel/Online · Regional,ERC
MED-PT-0511,ECOAVENIDA,ECOAvenida,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,"Swipe News, S.A.",Lisboa,https://eco.sapo.pt/eco-avenida,3,true,ERC PP 128142 · Online · Nacional,ERC
MED-PT-0512,ECONTAS,Econtas,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,"Swipe News, S.A.",Lisboa,https://eco.sapo.pt/econtas,3,true,ERC PP 128203 · Online · Nacional,ERC
MED-PT-0513,ECOSDAMAROFA,Ecos da Marofa,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,"Jocol - Sociedade Jornalística de Ribacôa, Lda.",Figueira Castelo Rodrigo,,3,true,ERC PP 115138 · Papel · Regional,ERC
MED-PT-0514,ECOSDAMEADELA,Ecos da Meadela,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,Fábrica da Igreja Paroquial de Meadela,Viana do Castelo,,3,true,ERC PP 105283 · Papel · Regional,ERC
MED-PT-0515,ECOSDASERRA,Ecos da Serra,PT,Portugal,pt,Print,Papel,Bimestral,Informação Geral,Régionale,Associação Grupo Amigos de Alte,Alte,,3,true,ERC PP 105488 · Papel · Regional,ERC
MED-PT-0516,ECOSDASOBREIRA,Ecos da Sobreira,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,Fábrica da Igreja Paroquial da Freguesia de Sobreira Formosa,Sobreira Formosa,,3,true,ERC PP 101609 · Papel · Regional,ERC
MED-PT-0517,ECOSDEBARROSO,Ecos de Barroso,PT,Portugal,pt,Web,Online,Mensal,Informação Geral,Régionale,Manuel Afonso Machado,Vila Nova,https://ecosdebarroso.com,3,true,ERC PP 127112 · Online · Regional,ERC
MED-PT-0518,ECOSDEBASTO,Ecos de Basto,PT,Portugal,pt,Print,Papel/Online,Trissemanal,Informação Geral,Régionale,Associação Dinamizadora dos Interesses de Basto - ADIB,Refojos de Basto,https://www.ecosdebasto.com,3,true,ERC PP 114716 · Papel/Online · Regional,ERC
MED-PT-0519,ECOSDEBOTICAS,Ecos de Boticas,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,"Enredos & Episódios - Televisão e Multimédia, Lda.",Boticas,,3,true,ERC PP 116302 · Papel · Regional,ERC
MED-PT-0520,ECOSDECACIA,Ecos de Cacia,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,Junta de Freguesia de Cacia,Cacia,https://www.ecos.cacia.pt,3,true,ERC PP 127722 · Papel · Regional,ERC
MED-PT-0521,ECOSDEGRANDOLA,Ecos de Grândola,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,António Francisco de Campos Fataca Cadete Saramago,Grândola,,3,true,ERC PP 116041 · Papel · Regional,ERC
MED-PT-0522,ECOSDENEGRELOS,Ecos de Negrelos,PT,Portugal,pt,Print,Papel,Mensal,Informação Geral,Régionale,"Edinegrelos - Empresa Editora Distribuidora e Publicitária de Negrelos, Lda.",São Tomé,,3,true,ERC PP 116048 · Papel · Regional,ERC
MED-PT-0523,ECOSDEPENAJOIA,Ecos de Penajóia,PT,Portugal,pt,Print,Papel,Mensal,Doutrinária,Régionale,Fábrica da Igreja Paroquial da Freguesia de Penajóia,Molães,,3,true,ERC PP 105904 · Papel · Regional,ERC
MED-PT-0524,ECOSDOSAMEIRO,Ecos do Sameiro,PT,Portugal,pt,Print,Papel,Mensal,Doutrinária,Régionale,Confraria Nossa Senhora do Monte Sameiro,Braga,https://www.diocese.braga.pt/sameiro,3,true,ERC PP 102551 · Papel · Regional,ERC
MED-PT-0525,ECOSDOSOR,Ecos do Sor,PT,Portugal,pt,Print,Papel,Quinzenal,Informação Geral,Régionale,Fábrica da Igreja Paroquial da Freguesia de Ponte de Sor,Ponte de Sor,https://ecosdosor@net.pt,3,true,ERC PP 101065 · Papel · Regional,ERC
MED-PT-0526,ECOSEGUROS,ECOseguros,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Nationale,"Swipe News, S.A.",Lisboa,http://ecoseguros.pt,3,true,ERC PP 127454 · Online · Nacional,ERC
MED-PT-0527,ECOSSOCIALISMO,Ecossocialismo,PT,Portugal,pt,Print,Papel/Online,Quadrimestral,Doutrinária,Nationale,Carlos Manuel Godinho Matias,Entroncamento,,3,true,ERC PP 127739 · Papel/Online · Nacional,ERC
MED-PT-0528,EDIFICIOSEENERGIA,Edifícios e Energia,PT,Portugal,pt,Print,Papel,Bimestral,Informação Especializada,Nationale,"Media Line - Comunicação e Imagem, Lda.",Algés,https://www.edificioseenergia.pt,3,true,ERC PP 122753 · Papel · Nacional,ERC
MED-PT-0529,EDROJORNALDELITERACIAPOLITIC,"Edro - Jornal de Literacia Política, Económica, Social e Cívica",PT,Portugal,pt,Web,Online,Diária (dias úteis),Généraliste,Nationale,Francisca Maria do Caminho,Várzea,http://www.edro.pt,3,true,ERC PP 128236 · Online · ,ERC
MED-PT-0530,EDUCATIONINPORTUGALMAGAZINE,Education in Portugal Magazine,PT,Portugal,pt,Print,Papel/Online,Anual,Informação Especializada,Nationale,"Anglopress - Edições e Publicidade, Lda.",Lagoa,http://educationinportugal.com,3,true,ERC PP 128140 · Papel/Online · Nacional,ERC
MED-PT-0531,EDUCACAOEMATEMATICA,Educação e Matemática,PT,Portugal,pt,Print,Papel/Online,Trimestral,Informação Especializada,Nationale,Associação de Professores de Matemática,Lisboa,https://www.apm.pt,3,true,ERC PP 124051 · Papel/Online · Nacional,ERC
MED-PT-0532,EDUCACAOPARAODESENVOLVIMENTO,Educação para o Desenvolvimento,PT,Portugal,pt,Print,Papel/Online,Anual,Informação Especializada,Régionale,Escola Superior de Educação João de Deus,Lisboa,https://www.joaodedeus.pt,3,true,ERC PP 125979 · Papel/Online · Regional,ERC
MED-PT-0533,EIEDUCACAOINFORMACAOFINANCEI,ei - Educação Informação Financeira,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Nationale,Montepio Geral - Associação Mutualista,Lisboa,https://www.montepio.org/ei,3,true,ERC PP 126671 · Online · Nacional,ERC
MED-PT-0534,EKONOMISTACONTEUDOQUEDESCOMP,Ekonomista - conteúdo que descomplica,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Nationale,Jupiterdiversity - Lda.,Porto,https://www.e-konomista.pt,3,true,ERC PP 127327 · Online · Nacional,ERC
MED-PT-0535,ELECTRA,Electra,PT,Portugal,pt,Print,Papel,Trimestral,Informação Especializada,Nationale,Fundação Edp,Lisboa,,3,true,ERC PP 127052 · Papel · Nacional,ERC
MED-PT-0536,ELEVAREREVISTATECNICADEELEVA,Elevare - Revista Técnica de Elevadores e Movimentação de Cargas,PT,Portugal,pt,Web,Online,Semestral,Informação Especializada,Nationale,"CIE - Comunicação e Imprensa Especializada, Lda.",Porto,https://www.elevare.pt,3,true,ERC PP 126364 · Online · Nacional,ERC
MED-PT-0537,ELO,ELO,PT,Portugal,pt,Print,Papel,Mensal,Informação Especializada,Nationale,Associação dos Deficientes das Forças Armadas - ADFA,Lisboa,https://www.adfa-portugal.com,3,true,ERC PP 105068 · Papel · Nacional,ERC
MED-PT-0538,EMCAUSA,Em Causa,PT,Portugal,pt,Web,Online,Mensal,Doutrinária,Nationale,Associação Causa Pública,Lisboa,https://www.emcausa.org,3,true,ERC PP 128128 · Online · Nacional,ERC
MED-PT-0539,EMLUTA,Em Luta,PT,Portugal,pt,Print,Papel/Online,Bimestral,Doutrinária,Nationale,Maria Cristina Portella Ribeiro,Lisboa,https://emluta.net,3,true,ERC PP 127652 · Papel/Online · Nacional,ERC
MED-PT-0540,EMISSORPT,Emissor PT,PT,Portugal,pt,Web,Online,Bissemanal,Informação Geral,Régionale,"Agilizar, Unipessoal, Lda.",Frazão,https://www.emissor.pt,3,true,ERC PP 127249 · Online · Regional,ERC
MED-PT-0541,EMISSORREGIONALDOZEZERE,Emissor Regional do Zêzere,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Régionale,Associação Cultural Regional do Zêzere,Ferreira do Zêzere,,3,true,ERC OR 423164,ERC
MED-PT-0542,ENCONTRODEGERACOES,Encontro de Gerações,PT,Portugal,pt,Print,Papel,Quadrimestral,Informação Especializada,Régionale,Santa Casa da Misericórdia de Barcelos,Barcelos,,3,true,ERC PP 127026 · Papel · Regional,ERC
MED-PT-0543,ENFERMAGEMEMFOCO,Enfermagem em Foco,PT,Portugal,pt,Print,Papel,Semestral,Informação Especializada,Nationale,Sindicato dos Enfermeiros Portugueses,Lisboa,https://www.sep.org.pt,3,true,ERC PP 115126 · Papel · Nacional,ERC
MED-PT-0544,ENGEOBRAS,EngeObras,PT,Portugal,pt,Print,Papel/Online,4 x ano,Informação Especializada,Nationale,"Induglobal, Unipessoal, Lda.",Lisboa,https://www.engeobras.pt,3,true,ERC PP 127810 · Papel/Online · Nacional,ERC
MED-PT-0545,ENOLOGIA,Enologia,PT,Portugal,pt,Print,Papel/Online,Anual,Informação Especializada,Nationale,APEV - Associação Portuguesa de Enologia e Viticultura,Lisboa,https://www.apenologia.pt,3,true,ERC PP 109684 · Papel/Online · Nacional,ERC
MED-PT-0546,ENOTECA,Enoteca,PT,Portugal,pt,Print,Papel/Online,Trimestral,Informação Especializada,Nationale,José Barroso Nascimento Serôdio,Porto,https://www.enoteca.pt,3,true,ERC PP 117272 · Papel/Online · Nacional,ERC
MED-PT-0547,ENSINOMAGAZINE,Ensino Magazine,PT,Portugal,pt,Print,Papel,Mensal,Informação Especializada,Nationale,"RVJ - Editores, Lda",Castelo Branco,https://www.ensino.eu,3,true,ERC PP 121611 · Papel · Nacional,ERC
MED-PT-0548,ENTDECKENSIEALGARVE,Entdecken Sie Algarve,PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Especializada,Régionale,"Editurismo - Edições para o Turismo, Lda.",Lagoa,https://www.entdecken-sie-algarve.com,3,true,ERC PP 118417 · Papel/Online · Regional,ERC
MED-PT-0549,ENTREMARGENS,Entre Margens,PT,Portugal,pt,Print,Papel/Online,Bimensal,Informação Geral,Régionale,"Cooperativa Cultural de Entre-os-Aves, CRL",Vila das Aves,http://jornalentremargens.com,3,true,ERC PP 112933 · Papel/Online · Regional,ERC
MED-PT-0550,ENTRERIOS,Entrerios,PT,Portugal,pt,Print,Papel/Online,Mensal,Informação Especializada,Nationale,"Tarefaprazível, Lda.",Almada,https://revistaentrerios.pt,3,true,ERC PP 128132 · Papel/Online · Nacional,ERC
MED-PT-0551,ENVOLVENTEEMPRESARIAL,Envolvente Empresarial,PT,Portugal,pt,Web,Online,Trimestral,Informação Especializada,Nationale,CIP - Confederação Empresarial de Portugal,Lisboa,https://cip.org.pt/assuntos-economicos,3,true,ERC PP 117830 · Online · Nacional,ERC
MED-PT-0552,EOLENTRONCAMENTOONLINE,EOL - Entroncamento Online,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Nationale,Ricardo André Fialho Marques Alves,Vila Nova da Barquinha,https://www.entroncamentoonline.pt,3,true,ERC PP 125329 · Online · Nacional,ERC
MED-PT-0553,EPHATAREVISTAPORTUGUESADETEO,EPHATA - Revista Portuguesa de Teologia,PT,Portugal,pt,Print,Papel/Online,Semestral,Informação Especializada,Nationale,Universidade Católica Portuguesa,Lisboa,https://revistas.ucp.pt/index.php/ephata,3,true,ERC PP 127563 · Papel/Online · Nacional,ERC
MED-PT-0554,EQUISPORT,Equisport,PT,Portugal,pt,Web,Online,Mensal,Informação Especializada,Nationale,Maria Margarida Pessoa Ferreira Neves,Carnaxide,https://www.equisport.pt,3,true,ERC PP 119093 · Online · Nacional,ERC
MED-PT-0555,EQUITACAOMAGAZINE,Equitação Magazine,PT,Portugal,pt,Print,Papel/Online,Bimestral,Informação Especializada,Nationale,Eduardo Sérgio de Oliveira Carvalho,Lisboa,https://www.equitacao.com,3,true,ERC PP 123900 · Papel/Online · Nacional,ERC
MED-PT-0556,ERENGENHARIARADIO,ER - Engenharia Rádio,PT,Portugal,pt,Radio,Web,Continu,Radiofónico,Régionale,AEFEUP - Associação de Estudantes da Faculdade de Engenharia da Universidade do Porto,Porto,https://www.engenhariaradio.pt,3,true,ERC SPDEI 700161 · Porto,ERC
MED-PT-0557,ERAFM,ERA FM,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Régionale,"ERA - Emissora Regional de Amarante, Lda.",Amarante,,3,true,ERC OR 423313,ERC
MED-PT-0558,ERADAR,eRadar,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,"Swipe News, S.A.",Lisboa,https://www.eradar.pt,3,true,ERC PP 128183 · Online · Nacional,ERC
MED-PT-0559,ESCOLUSAS,Escolusas,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,António Jorge Pereira Faria Lopes,Palmela,http://www.escolusas.com,3,true,ERC PP 128214 · Online · Nacional,ERC
MED-PT-0560,ESPACORURAL,Espaço Rural,PT,Portugal,pt,Print,Papel,Bimestral,Informação Especializada,Nationale,"CONFAGRI - Confederação Nacional das Cooperativas Agrícolas e do Crédito Agrícola de Portugal, CCRL",Lisboa,https://www.confagri.pt,3,true,ERC PP 115370 · Papel · Nacional,ERC
MED-PT-0561,ESPIRALDOTEMPO,Espiral do Tempo,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,"Company One - Publicações Unipessoal, Lda.",Lisboa,https://www.espiraldotempo.com,3,true,ERC PP 128019 · Online · Nacional,ERC
MED-PT-0562,ESQUERDA,Esquerda,PT,Portugal,pt,Web,Online,Diária,Doutrinária,Nationale,Bloco de Esquerda,Lisboa,https://www.esquerda.net,3,true,ERC PP 125481 · Online · Nacional,ERC
MED-PT-0563,ESQUIRE,Esquire,PT,Portugal,pt,Print,Papel/Online,Bimestral,Informação Especializada,Nationale,"Light House - Editora, Lda.",Lisboa,https://www.esquire.pt,3,true,ERC PP 128220 · Papel/Online · Nacional,ERC
MED-PT-0564,ESSENTIALALGARVE,Essential Algarve,PT,Portugal,pt,Print,Papel,Bimestral,Informação Especializada,Régionale,"Open Media - Design e Publicações, SA",Lagoa,,3,true,ERC PP 123583 · Papel · Regional,ERC
MED-PT-0565,ESSENTIALBUSINESS,Essential Business,PT,Portugal,pt,Print,Papel/Online,Trimestral,Informação Especializada,Nationale,"Open Media Europe - Sociedade Editora, S.A.",Lisboa,https://www.essentialbusiness.net,3,true,ERC PP 127106 · Papel/Online · Nacional,ERC
MED-PT-0566,ESSENTIALLISBOAATLANTICCOAST,Essential Lisboa & Atlantic Coast,PT,Portugal,pt,Print,Papel,Bimestral,Informação Especializada,Nationale,"Open Media Europe - Sociedade Editora, S.A.",Lisboa,,3,true,ERC PP 124411 · Papel · Nacional,ERC
MED-PT-0567,ESSENTIALMADEIRAISLANDS,Essential Madeira Islands,PT,Portugal,pt,Print,Papel/Online,Bimestral,Informação Especializada,Régionale,"Open Media Atlantic,Lda",Funchal,http://www.essentialmadeira.pt,3,true,ERC PP 124828 · Papel/Online · Regional,ERC
MED-PT-0568,ESTADOCOMARTEMAGAZINE,Estado com Arte Magazine,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,Marta Teresa de Faria Roque Chorão Bilo,Caldas da Rainha,https://estadocomarte.pt,3,true,ERC PP 128074 · Online · Nacional,ERC
MED-PT-0569,ESTACAODIARIA,Estação Diária,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Régionale,"Cooperativa de Informação e Divulgação Rádio Amador de Canas de Senhorim, C.R.L.",Viseu,,3,true,ERC OR 423310,ERC
MED-PT-0570,ESTACAODIARIAEDICAOJORNAL,Estação Diária Edição Jornal,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Régionale,"Alberto & Paulo - Áudio Produções, Lda.",Viseu,https://estacaodiariajornal.sapo.pt,3,true,ERC PP 126988 · Online · Regional,ERC
MED-PT-0571,ESTACAORADIOMADEIRATSFMADEIR,Estação Rádio Madeira - TSF Madeira,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Régionale,"Notícias 2000 FM - Actividade de Radiodifusão Sonora, Lda",Funchal,,3,true,ERC OR 423236,ERC
MED-PT-0572,ESTRATEGIZANDO,Estrategizando,PT,Portugal,pt,Web,Online,Diária,Informação Geral,Nationale,"Adivinhas da Cidade - Unipessoal, Lda.",Lisboa,https://www.estrategizando.pt,3,true,ERC PP 127130 · Online · Nacional,ERC
MED-PT-0573,ESTRELASEOURICOS,Estrelas e Ouriços,PT,Portugal,pt,Print,Papel/Online,Bimestral,Informação Especializada,Régionale,"Estrelas & Ouriços, Lda",Paço de Arcos,https://estrelaseouricos.sapo.pt/home,3,true,ERC PP 125356 · Papel/Online · Regional,ERC
MED-PT-0574,ESTUDOPREVIO,Estudo Prévio,PT,Portugal,pt,Web,Online,2 x ano,Informação Especializada,Nationale,"CEU - Cooperativa de Ensino Universitario, C.R.L.",Lisboa,https://www.estudoprevio.net,3,true,ERC PP 127941 · Online · Nacional,ERC
MED-PT-0575,ESTADIO11,Estádio 11,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,Luís Miguel Bento Pontes,Almada,http://estadio11.pt,3,true,ERC PP 127345 · Online · Nacional,ERC
MED-PT-0576,ESTORIASMAGAZINE,Estórias Magazine,PT,Portugal,pt,Web,Online,Semanal,Informação Especializada,Nationale,Elisabete Catarino Guerreiro,Pedreiras,https://www.estoriasmagazine.pt,3,true,ERC PP 127965 · Online · Nacional,ERC
MED-PT-0577,ETAL,Et Al.,PT,Portugal,pt,Web,Online,Diária,Informação Especializada,Régionale,Associação Académica da Universidade da Madeira,Funchal,https://et-al.pt,3,true,ERC PP 127841 · Online · Regional,ERC
MED-PT-0578,ETNOGRAFICA,Etnográfica,PT,Portugal,pt,Web,Online,Quadrimestral,Informação Especializada,Nationale,Centro em Rede de Investigação em Antropologia,Lisboa,https://journals.openedition.org/etnografica,3,true,ERC PP 120731 · Online · Nacional,ERC
MED-PT-0579,EUERAASSIM,Eu Era Assim,PT,Portugal,pt,Print,Papel/Online,Mensal,Doutrinária,Nationale,Igreja Universal do Reino de Deus,Lisboa,https://www.igrejauniversal.pt,3,true,ERC PP 127685 · Papel/Online · Nacional,ERC
MED-PT-0580,EUROTRANSPORTE,Eurotransporte,PT,Portugal,pt,Print,Papel/Online,Bimestral,Informação Especializada,Nationale,Eduardo Sérgio de Oliveira Carvalho,Lisboa,https://www.eurotransporte.pt,3,true,ERC PP 123724 · Papel/Online · Nacional,ERC
MED-PT-0581,EVASOES,Evasões,PT,Portugal,pt,Print,Papel/Online,Semanal,Informação Especializada,Nationale,"Notícias Ilimitadas, S.A.",Porto,https://www.evasoes.pt,3,true,ERC PP 126772 · Papel/Online · Nacional,ERC
MED-PT-0582,EVENTPOINT,Event Point,PT,Portugal,pt,Web,Online,Trimestral,Informação Geral,Nationale,"Estação Livre - Comunicação, Unipessoal, Lda",Matosinhos,https://www.eventpoint.pt,3,true,ERC PP 126066 · Online · Nacional,ERC
MED-PT-0583,EVENTOSDESONHO,Eventos de Sonho,PT,Portugal,pt,Print,Papel,Semestral,Informação Geral,Nationale,"Mariana & Daniel, Lda.",Lameiras,,3,true,ERC PP 126280 · Papel · Nacional,ERC
